Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Choi Seung-Yong,0,22.0,160.0,58.0,South Korea,KOR,0,2002,Salt Lake City,Speed Skating,Speed Skating Women's 500 metres, 
Csar del Rio Gil,0,23.0,165.0,52.0,Mexico,MEX,1,1964,Tokyo,Wrestling,"Wrestling Men's Flyweight, Greco-Roman", 
Michel Boutard,0,28.0,169.0,59.0,France,FRA,1,1984,Los Angeles,Gymnastics,Gymnastics Men's Rings, 
Leif Evert Dahlgren,0,30.0,184.0,79.0,Sweden,SWE,1,1936,Berlin,Athletics,Athletics Men's Decathlon, 
Walid Cherif,0,30.0,162.0,51.0,Tunisia,TUN,1,2008,Beijing,Boxing,Boxing Men's Flyweight, 
Marco Bchel,0,30.0,186.0,92.0,Liechtenstein,LIE,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G, 
"James Patrick ""Jim"" Culhane, Jr.",0,30.0,170.0,64.0,United States,USA,1,1972,Munich,Gymnastics,Gymnastics Men's Horse Vault, 
Rohan Bopanna,0,36.0,190.0,87.0,India,IND,1,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles, 
Vasily Viktorovich Bezsmelnitsyn,0,19.0,176.0,76.0,Russia,RUS,0,1994,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
Andr Nicolas de Campos,0,23.0,185.0,80.0,Brazil,BRA,1,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo, 
Bakhtiyar Shakhabutdinovich Akhmedov,0,21.0,190.0,120.0,Russia,RUS,1,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
Andrs Manuel Daz Daz,0,27.0,187.0,71.0,Spain,ESP,1,1996,Atlanta,Athletics,Athletics Men's 800 metres, 
Sheila Leilehua Conover (-Doyle),0,25.0,175.0,68.0,United States,USA,1,1988,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres", 
Danil Anisimov,0,23.0,172.0,68.0,Kazakhstan,KAZ,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom, 
"Abram Dreyer ""Abe"" Cohen",0,32.0,190.0,90.0,United States,USA,1,1956,Melbourne,Fencing,"Fencing Men's Sabre, Team", 
Dong Fangxiao,0,14.0,144.0,33.0,China,CHN,1,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise, 
Maizurah Abdul Rahim,0,17.0,147.0,50.0,Brunei,BRU,1,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres, 
Norma Enriqueta Basilio Sotelo,0,20.0,176.0,59.0,Mexico,MEX,1,1968,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay, 
Eusebio Cceres Lpez,0,20.0,174.0,69.0,Spain,ESP,1,2012,London,Athletics,Athletics Men's Long Jump, 
Milo Btovsk,0,33.0,178.0,65.0,Slovakia,SVK,1,2012,London,Athletics,Athletics Men's 50 kilometres Walk, 
Christopher Lima da Costa,0,24.0,175.0,62.0,Sao Tome and Principe,STP,1,2012,London,Athletics,Athletics Men's 100 metres, 
Barbara Ann Ferrell (-Edmonson),0,21.0,159.0,47.0,United States,USA,1,1968,Mexico City,Athletics,Athletics Women's 200 metres, 
Juan Carlos Cuminetti,0,21.0,199.0,86.0,Argentina,ARG,1,1988,Seoul,Volleyball,Volleyball Men's Volleyball,Bronze
"Charles Franois ""Tippy"" de Lanoy Meijer",0,24.0,169.0,68.0,Netherlands,NED,1,1968,Mexico City,Hockey,Hockey Men's Hockey, 
Jos Mara Casanova,0,21.0,183.0,79.0,Argentina,ARG,1,1976,Montreal,Fencing,"Fencing Men's Sabre, Team", 
Ferdinand Dani,0,23.0,160.0,67.0,Czechoslovakia,TCH,1,1952,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around, 
Jamie Beadsworth,0,23.0,193.0,110.0,Australia,AUS,1,2008,Beijing,Water Polo,Water Polo Men's Water Polo, 
Clarisse Maria Pinho Cruz,0,30.0,170.0,54.0,Portugal,POR,1,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase", 
Rgine Cavagnoud,0,21.0,163.0,64.0,France,FRA,0,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Downhill, 
Giulio Deflorian,0,24.0,163.0,60.0,Italy,ITA,0,1960,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres, 
Silke Braun-Schwager,0,24.0,173.0,59.0,Switzerland,SUI,0,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
Sander Johannes Gerardes Berk,0,29.0,181.0,64.0,Netherlands,NED,1,2008,Beijing,Triathlon,Triathlon Men's Olympic Distance, 
Sara El-Bekri,0,25.0,172.0,64.0,Morocco,MAR,1,2012,London,Swimming,Swimming Women's 400 metres Individual Medley, 
Omar Camporese,0,24.0,188.0,78.0,Italy,ITA,1,1992,Barcelona,Tennis,Tennis Men's Doubles, 
Jnos Farag,0,22.0,186.0,114.0,Hungary,HUN,1,1968,Mexico City,Athletics,Athletics Men's Discus Throw, 
Mincho Dimov,0,28.0,178.0,68.0,Bulgaria,BUL,1,1968,Mexico City,Basketball,Basketball Men's Basketball, 
J. Bryan Blanshard,0,26.0,175.0,72.0,Canada-2,CAN,1,1992,Barcelona,Badminton,Badminton Men's Doubles, 
Alan Edward Davidson,0,28.0,178.0,76.0,Australia,AUS,1,1988,Seoul,Football,Football Men's Football, 
Kaio Mrcio Ferreira Costa de Almeida,0,23.0,177.0,75.0,Brazil,BRA,1,2008,Beijing,Swimming,Swimming Men's 100 metres Butterfly, 
Michel Daou,0,31.0,171.0,87.0,Netherlands Antilles,AHO,1,1992,Barcelona,Shooting,Shooting Mixed Trap, 
Jeimy Julissa Bernrdez Santos,0,25.0,167.0,59.0,Honduras,HON,1,2012,London,Athletics,Athletics Women's 100 metres Hurdles, 
Natalie Anne Coughlin (-Hall),0,25.0,173.0,63.0,United States,USA,1,2008,Beijing,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Giancarlo Ferrari,0,41.0,166.0,70.0,Italy,ITA,1,1984,Los Angeles,Archery,Archery Men's Individual, 
Mohini Bhardwaj (-Barry),0,25.0,147.0,43.0,United States,USA,1,2004,Athina,Gymnastics,Gymnastics Women's Balance Beam, 
Cristobal Alejandro Aburto Tinoco,0,28.0,161.0,60.0,Mexico,MEX,1,2004,Athina,Judo,Judo Men's Extra-Lightweight, 
Mohamed Salah Amin,0,24.0,168.0,57.0,Egypt,EGY,1,1972,Munich,Boxing,Boxing Men's Featherweight, 
Ott Boros,0,35.0,186.0,95.0,Hungary,HUN,1,1964,Tokyo,Water Polo,Water Polo Men's Water Polo,Gold
Peter George Bos,0,22.0,193.0,88.0,United States,USA,1,1960,Roma,Rowing,Rowing Men's Coxed Eights, 
Yuki Ebihara,0,30.0,164.0,68.0,Japan,JPN,1,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw, 
Marius Vasile Ene,0,25.0,178.0,72.0,Romania,ROU,0,1998,Nagano,Biathlon,Biathlon Men's 20 kilometres, 
"Antnio Carlos ""Carlo"" Aguilar Gouveia",0,27.0,196.0,93.0,Brazil,BRA,1,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,Gold
Artur Valeryevich Dmitriyev,0,26.0,183.0,82.0,Russia-2,RUS,0,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,Silver
Sergey Vladimirovich Chepikov,0,39.0,182.0,75.0,Russia,RUS,0,2006,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
"Benjamin Edward ""Ben"" Amonette",0,37.0,183.0,75.0,United States,USA,1,1992,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres", 
George Valentine Bonhag,0,26.0,179.0,60.0,United States,USA,1,1908,London,Athletics,"Athletics Men's 3,200 metres Steeplechase", 
Izabella Dylewska-wiatowiak,0,24.0,169.0,66.0,Poland,POL,1,1992,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres", 
Polina Hryhorivna Astakhova,0,23.0,166.0,56.0,Soviet Union,URS,1,1960,Roma,Gymnastics,Gymnastics Women's Balance Beam, 
Peter Jones Barrett,0,29.0,184.0,88.0,United States,USA,1,1964,Tokyo,Sailing,Sailing Mixed One Person Dinghy,Silver
Ji Adam,0,25.0,187.0,83.0,Czechoslovakia,TCH,1,1976,Montreal,Modern Pentathlon,Modern Pentathlon Men's Individual, 
Mireia Casas Albiach,0,27.0,162.0,57.0,Spain,ESP,1,1996,Atlanta,Sailing,Sailing Women's Windsurfer, 
Gary John Eddy,0,19.0,183.0,76.0,Australia,AUS,1,1964,Tokyo,Athletics,Athletics Men's 400 metres, 
Rafael Batista,0,21.0,180.0,86.0,Puerto Rico,PUR,1,1972,Munich,Shooting,Shooting Mixed Skeet, 
Marvin Duane Burns,0,24.0,193.0,93.0,United States,USA,1,1952,Helsinki,Water Polo,Water Polo Men's Water Polo, 
Chan Lam Hams,0,21.0,168.0,56.0,Hong Kong,HKG,1,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial, 
Caio Oliveira de Sena Bonfim,0,25.0,174.0,60.0,Brazil,BRA,1,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk, 
Alia Shanee Atkinson,0,19.0,172.0,71.0,Jamaica,JAM,1,2008,Beijing,Swimming,Swimming Women's 200 metres Breaststroke, 
Bao Yingying,0,24.0,172.0,67.0,China,CHN,1,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver
Jos Luis Almandoz Lekuona,0,22.0,172.0,75.0,Spain,ESP,1,1960,Roma,Rowing,Rowing Men's Coxed Eights, 
Agnieszka Brandebura,0,19.0,172.0,52.0,Poland,POL,1,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual, 
Chu Mu-Yen,0,22.0,175.0,58.0,Chinese Taipei,TPE,1,2004,Athina,Taekwondo,Taekwondo Men's Flyweight,Gold
Dante Mario Craig,0,22.0,180.0,67.0,United States,USA,1,2000,Sydney,Boxing,Boxing Men's Welterweight, 
Ilona Burgrov,0,28.0,195.0,87.0,Czech Republic,CZE,1,2012,London,Basketball,Basketball Women's Basketball, 
Heiko Antons,0,20.0,184.0,73.0,West Germany,FRG,0,1972,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Yevgeny Vasilyevich Aleynikov,0,33.0,181.0,88.0,Russia,RUS,1,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
Jean Catherine Desforges (-Pickering),0,23.0,171.0,64.0,Great Britain,GBR,1,1952,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Charlotte Becker,0,29.0,173.0,64.0,Germany,GER,1,2012,London,Cycling,"Cycling Women's Road Race, Individual", 
Alexandra Priscila do Nascimento,0,34.0,177.0,68.0,Brazil,BRA,1,2016,Rio de Janeiro,Handball,Handball Women's Handball, 
Colin Batch,0,30.0,185.0,74.0,Australia,AUS,1,1988,Seoul,Hockey,Hockey Men's Hockey, 
Cdric Charlier,0,20.0,181.0,81.0,Belgium,BEL,1,2008,Beijing,Hockey,Hockey Men's Hockey, 
Stphane Azambre,0,24.0,175.0,71.0,France,FRA,0,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres, 
Maxime Chataignier,0,21.0,165.0,65.0,France,FRA,0,2010,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres", 
"James ""Jim"" Burton",0,32.0,183.0,86.0,Austria,AUT,0,1994,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Joseph Arame,0,27.0,190.0,87.0,France,FRA,1,1976,Montreal,Athletics,Athletics Men's 200 metres, 
Mickal Stphane Bourgain,0,28.0,181.0,77.0,France,FRA,1,2008,Beijing,Cycling,Cycling Men's Sprint,Bronze
Ana Cecilia Carrillo,0,24.0,174.0,67.0,Peru,PER,1,1980,Moskva,Volleyball,Volleyball Women's Volleyball, 
Vasile Dba,0,21.0,182.0,86.0,Romania,ROU,1,1976,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
Yuliya Alekseyevna Bogdanova,0,16.0,170.0,66.0,Soviet Union,URS,1,1980,Moskva,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
Sara Errani,0,25.0,164.0,58.0,Italy-2,ITA,1,2012,London,Tennis,Tennis Mixed Doubles, 
Blanca Luz Barrn Serrano,0,22.0,168.0,50.0,Mexico,MEX,1,1956,Melbourne,Swimming,Swimming Women's 100 metres Freestyle, 
Domingas Antnia Cordeiro,0,20.0,173.0,66.0,Angola,ANG,1,1996,Atlanta,Handball,Handball Women's Handball, 
Karin Donckers,0,29.0,168.0,57.0,Belgium,BEL,1,2000,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team", 
Roland Brand,0,26.0,193.0,90.0,Switzerland,SUI,1,1980,Moskva,Handball,Handball Men's Handball, 
Yuriy Volodymyrovych Cheban,0,18.0,185.0,93.0,Ukraine,UKR,1,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres", 
John David Fitzgerald,0,28.0,186.0,77.0,United States,USA,1,1976,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team, 
Virgilijus Alekna,0,28.0,200.0,130.0,Lithuania,LTU,1,2000,Sydney,Athletics,Athletics Men's Discus Throw,Gold
Ramzy Al-Duhami,0,40.0,162.0,70.0,Saudi Arabia,KSA,1,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Eric Natanael Backman,0,23.0,172.0,64.0,Sweden,SWE,1,1920,Antwerpen,Athletics,"Athletics Men's Cross-Country, Individual",Silver
Christoph Eigenmann,0,26.0,176.0,71.0,Switzerland,SUI,0,2006,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint, 
Emke nekes-Szegedi (-Vargha),0,24.0,180.0,72.0,Hungary,HUN,1,1972,Munich,Volleyball,Volleyball Women's Volleyball, 
Murielle Ahour,0,24.0,165.0,58.0,Cote d'Ivoire,CIV,1,2012,London,Athletics,Athletics Women's 200 metres, 
Anita Botnen (-Fisher),0,19.0,165.0,53.0,Canada,CAN,1,1984,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault, 
Gerd Cintl,0,21.0,196.0,82.0,Germany,GER,1,1960,Roma,Rowing,Rowing Men's Coxed Fours,Gold
Jan Benda,0,25.0,192.0,96.0,Germany,GER,0,1998,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Craig Brown,0,21.0,182.0,82.0,Great Britain,GBR,1,2004,Athina,Taekwondo,Taekwondo Men's Welterweight, 
Wanda Marie Allan-Sadegur,0,29.0,165.0,91.0,Canada,CAN,1,1984,Los Angeles,Archery,Archery Women's Individual, 
Sergey Nikolayevich Dolidovich,0,32.0,175.0,68.0,Belarus,BLR,0,2006,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
"William ""Bill"" Demong",0,21.0,178.0,66.0,United States,USA,0,2002,Salt Lake City,Nordic Combined,Nordic Combined Men's Sprint, 
Chen Yufeng,0,26.0,165.0,55.0,China,CHN,1,1996,Atlanta,Football,Football Women's Football,Silver
"Monica Johanna Petronella ""Monique"" Bolleboom",0,13.0,162.0,48.0,Netherlands,NED,1,1976,Montreal,Gymnastics,Gymnastics Women's Balance Beam, 
Pter Bcsalmsi (Skribanek-),0,23.0,188.0,84.0,Hungary,HUN,1,1932,Los Angeles,Athletics,Athletics Men's Triple Jump, 
Loredana Boboc,0,16.0,139.0,32.0,Romania,ROU,1,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars, 
Helio Castro Clar,0,50.0,160.0,73.0,El Salvador,ESA,1,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres", 
"Jessica ""Jess"" Andrews (-Martin)",0,23.0,168.0,52.0,Great Britain,GBR,1,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres", 
erban Ciochin,0,24.0,178.0,65.0,Romania,ROU,1,1964,Tokyo,Athletics,Athletics Men's Triple Jump, 
"Romuald Juliusz Maria ""Roman"" Budzyski",0,18.0,177.0,67.0,Poland,POL,1,1952,Helsinki,Athletics,Athletics Men's 200 metres, 
Zurab Dzhidzhishvili,0,24.0,180.0,75.0,Georgia,GEO,0,1998,Nagano,Alpine Skiing,Alpine Skiing Men's Combined, 
"Richard ""Rick"" Dowswell",0,21.0,175.0,86.0,Canada,CAN,1,1972,Munich,Athletics,Athletics Men's Javelin Throw, 
Gianfranco Baraldi,0,21.0,181.0,64.0,Italy,ITA,1,1956,Melbourne,Athletics,"Athletics Men's 1,500 metres", 
Tanguy Cariou,0,27.0,180.0,71.0,France,FRA,1,2000,Sydney,Sailing,Sailing Men's Two Person Dinghy, 
Erwin Arnold,0,29.0,189.0,100.0,Austria-1,AUT,0,1998,Nagano,Bobsleigh,Bobsleigh Men's Four, 
Paul de la Cuesta Esnal,0,21.0,173.0,76.0,Spain,ESP,0,2010,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill, 
Fariborz Jafar Mostaghim Besarati,0,25.0,159.0,53.0,Sweden,SWE,1,1992,Barcelona,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle", 
Alina Alexandra Dumitru (-Croitoru),0,25.0,158.0,48.0,Romania,ROU,1,2008,Beijing,Judo,Judo Women's Extra-Lightweight,Gold
Andreas Felder,0,29.0,183.0,70.0,Austria,AUT,0,1992,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Individual", 
"Robert John ""Rob"" Bruniges",0,23.0,188.0,82.0,Great Britain,GBR,1,1980,Moskva,Fencing,"Fencing Men's epee, Team", 
Christian Durniak,0,23.0,193.0,90.0,France,FRA,1,1972,Munich,Rowing,Rowing Men's Coxed Pairs, 
Markus Dieckmann,0,28.0,190.0,78.0,Germany-2,GER,1,2004,Athina,Beach Volleyball,Beach Volleyball Men's Beach Volleyball, 
Glen Wilson Dawson,0,30.0,180.0,70.0,United States,USA,1,1936,Berlin,Athletics,"Athletics Men's 3,000 metres Steeplechase", 
Benot Pierre Caranobe,0,24.0,164.0,60.0,France,FRA,1,2004,Athina,Gymnastics,Gymnastics Men's Horse Vault, 
Marek Piotr Cholewa,0,20.0,176.0,72.0,Poland,POL,0,1984,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey, 
Enrique Bara Lecaros,0,18.0,180.0,76.0,Peru,PER,1,1968,Mexico City,Fencing,"Fencing Men's Foil, Individual", 
Pter Darzs,0,20.0,186.0,80.0,Hungary,HUN,0,2006,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres", 
Arsenio Chirinos Farines,0,25.0,170.0,72.0,Venezuela,VEN,1,1960,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial, 
Chen Jing,0,27.0,170.0,60.0,Chinese Taipei-2,TPE,1,1996,Atlanta,Table Tennis,Table Tennis Women's Doubles, 
Ren Bittinger,0,21.0,174.0,69.0,France,FRA,1,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual", 
Mohanad Ahmed Dheyaa Al-Azzawi,0,15.0,173.0,65.0,Iraq,IRQ,1,2012,London,Swimming,Swimming Men's 100 metres Butterfly, 
Martin Neil Bell,0,27.0,180.0,82.0,Great Britain,GBR,0,1992,Albertville,Alpine Skiing,Alpine Skiing Men's Combined, 
Silvester Fernandes,0,27.0,166.0,60.0,Kenya,KEN,1,1964,Tokyo,Hockey,Hockey Men's Hockey, 
Dmitry Nikolayevich Barsuk,0,28.0,193.0,86.0,Russia,RUS,1,2008,Beijing,Beach Volleyball,Beach Volleyball Men's Beach Volleyball, 
"Lawrence Shyres ""Larry"" Banner",0,28.0,180.0,69.0,United States,USA,1,1964,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse, 
Gilbert Bessi,0,33.0,182.0,94.0,Monaco-1,MON,0,1992,Albertville,Bobsleigh,Bobsleigh Men's Two, 
Nobuharu Asahara,0,24.0,179.0,76.0,Japan,JPN,1,1996,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay, 
Daniel Adler,0,30.0,180.0,72.0,Brazil,BRA,1,1988,Seoul,Sailing,Sailing Mixed Three Person Keelboat, 
Jalal Bazargan-Vali,0,34.0,170.0,60.0,Iran,IRI,1,1964,Tokyo,Gymnastics,Gymnastics Men's Horse Vault, 
Leonardo Basile,0,25.0,185.0,94.0,Italy,ITA,1,2008,Beijing,Taekwondo,Taekwondo Men's Heavyweight, 
"Malcolm ""Mac"" Cone",0,43.0,188.0,82.0,Canada,CAN,1,1996,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual", 
Hortense Clementine Bewouda Kamni,0,25.0,174.0,66.0,Cameroon,CMR,1,2004,Athina,Athletics,Athletics Women's 4 x 400 metres Relay, 
Rayna Atanasova,0,24.0,166.0,62.0,Bulgaria,BUL,1,1968,Mexico City,Gymnastics,Gymnastics Women's Horse Vault, 
Andrea Benelli,0,36.0,173.0,80.0,Italy,ITA,1,1996,Atlanta,Shooting,Shooting Men's Skeet,Bronze
Maksim Nikolayevich Alyoshin,0,21.0,166.0,63.0,Russia,RUS,1,2000,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar, 
Wayne Hamilton Black,0,30.0,170.0,70.0,Zimbabwe,ZIM,1,2004,Athina,Tennis,Tennis Men's Doubles, 
Alejandro Barrenechea Jayo,0,28.0,164.0,67.0,Spain,ESP,1,2004,Athina,Gymnastics,Gymnastics Men's Parallel Bars, 
Dezs Bordn,0,25.0,174.0,65.0,Hungary,HUN,1,1968,Mexico City,Gymnastics,Gymnastics Men's Rings, 
Carrie Elizabeth Barton,0,24.0,165.0,59.0,United States,USA,1,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team, 
"Sandra Kaye ""Sandy"" Bennett",0,28.0,168.0,60.0,New Zealand,NZL,1,2000,Sydney,Hockey,Hockey Women's Hockey, 
Nelson W. Diebel,0,21.0,183.0,84.0,United States,USA,1,1992,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Yves Bilodeau,0,36.0,170.0,65.0,Canada,CAN,0,1998,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres, 
"Antnio Carlos ""Badalhoca"" Gueiros Ribeiro",0,22.0,193.0,84.0,Brazil,BRA,1,1980,Moskva,Volleyball,Volleyball Men's Volleyball, 
Cheng Chu Sian,0,22.0,182.0,85.0,Malaysia,MAS,1,2008,Beijing,Archery,Archery Men's Team, 
Olimpia Cataram,0,23.0,166.0,83.0,Romania,ROU,1,1964,Tokyo,Athletics,Athletics Women's Discus Throw, 
Mercedes Cagigas Amedo,0,21.0,150.0,50.0,Spain,ESP,1,2000,Sydney,Cycling,"Cycling Women's Road Race, Individual", 
Valentina Spasova Dimitrova (Stoimenova-),0,24.0,170.0,65.0,Bulgaria,BUL,1,1980,Moskva,Athletics,Athletics Women's Pentathlon, 
Ferdinand Dani,0,31.0,160.0,67.0,Czechoslovakia,TCH,1,1960,Roma,Gymnastics,Gymnastics Men's Rings, 
Lara Shiree Davenport,0,24.0,174.0,63.0,Australia,AUS,1,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Jos Xavier de Almeida,0,31.0,174.0,68.0,Brazil,BRA,1,1936,Berlin,Athletics,Athletics Men's 200 metres, 
Zhansel Deniz,0,24.0,175.0,67.0,Kazakhstan,KAZ,1,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight, 
Ihor Viktorovych Borysyk,0,24.0,182.0,75.0,Ukraine,UKR,1,2008,Beijing,Swimming,Swimming Men's 200 metres Breaststroke, 
"Fabiana ""Dara"" Carvalho Carneiro Diniz",0,27.0,183.0,71.0,Brazil,BRA,1,2008,Beijing,Handball,Handball Women's Handball, 
Efran Cordero,0,30.0,172.0,66.0,El Salvador,ESA,1,1968,Mexico City,Athletics,"Athletics Men's 3,000 metres Steeplechase", 
Michael Gene Brennan,0,24.0,182.0,79.0,Australia,AUS,1,2000,Sydney,Hockey,Hockey Men's Hockey,Bronze
Franz Betz,0,20.0,173.0,65.0,West Germany,FRG,0,1972,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres, 
Bernard Decoux,0,19.0,164.0,60.0,France,FRA,1,1976,Montreal,Gymnastics,Gymnastics Men's Team All-Around, 
Arturo Barrios Flores,0,24.0,174.0,60.0,Mexico,MEX,1,1988,Seoul,Athletics,"Athletics Men's 5,000 metres", 
"Maria Jose ""Mary Joe"" Fernandez (-Godsick)",0,20.0,176.0,63.0,United States,USA,1,1992,Barcelona,Tennis,Tennis Women's Singles,Bronze
Eliana Maria Nagib Aleixo,0,26.0,172.0,63.0,Brazil,BRA,1,1980,Moskva,Volleyball,Volleyball Women's Volleyball, 
Alicia Mara Boscatto,0,24.0,175.0,68.0,Argentina,ARG,1,1984,Los Angeles,Swimming,Swimming Women's 100 metres Breaststroke, 
Ronald John Crawford,0,20.0,179.0,79.0,Australia,AUS,1,1956,Melbourne,Athletics,Athletics Men's 50 kilometres Walk, 
Serhiy Petrovych Breus,0,25.0,192.0,80.0,Ukraine,UKR,1,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
Juan Tranquilino Caballero Prez,0,29.0,179.0,69.0,Cuba,CUB,1,1980,Moskva,Hockey,Hockey Men's Hockey, 
Rania Amr El-Wani,0,14.0,178.0,75.0,Egypt,EGY,1,1992,Barcelona,Swimming,Swimming Women's 50 metres Freestyle, 
Lyubov Viktorovna Burda (-Andrianova),0,15.0,162.0,48.0,Soviet Union,URS,1,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around, 
"Vasiliki ""Viky"" Arvaniti",0,19.0,177.0,68.0,Greece-1,GRE,1,2004,Athina,Beach Volleyball,Beach Volleyball Women's Beach Volleyball, 
Masahiro Araki,0,30.0,180.0,74.0,Japan,JPN,1,2008,Beijing,Baseball,Baseball Men's Baseball, 
"Walter Stuart ""Walt"" Ashbaugh",0,23.0,188.0,77.0,United States,USA,1,1952,Helsinki,Athletics,Athletics Men's Triple Jump, 
Espen Odd Bredesen,0,24.0,176.0,60.0,Norway,NOR,0,1992,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Team", 
Dean Warren Couzins,0,31.0,182.0,77.0,New Zealand,NZL,1,2012,London,Hockey,Hockey Men's Hockey, 
Werner Bachmayer,0,19.0,173.0,80.0,Austria,AUT,1,1980,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres", 
Iwona Daniluk,0,24.0,165.0,58.0,Poland,POL,0,1998,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay, 
Ismael Delgado Dvila,0,27.0,180.0,70.0,Puerto Rico,PUR,1,1956,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay, 
Kevin John Berry,0,15.0,172.0,71.0,Australia,AUS,1,1960,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
"Margaret ""Margie"" Dingeldein",0,24.0,167.0,58.0,United States,USA,1,2004,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
Michael Te-Pei Chang,0,28.0,175.0,72.0,United States,USA,1,2000,Sydney,Tennis,Tennis Men's Singles, 
Amber Gerganiya Beckitt (-Shelley),0,19.0,162.0,59.0,Australia,AUS,1,1960,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
"Terence Eugene ""Terry"" Beucher",0,23.0,185.0,91.0,United States,USA,1,1960,Roma,Athletics,Athletics Men's Javelin Throw, 
Nataliya Andrivna Burdeina,0,30.0,165.0,63.0,Ukraine,UKR,1,2004,Athina,Archery,Archery Women's Individual, 
